AATS5s,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC3i,AATSC0Z,AATSC2m,AtomicMass,AtomicRadius,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,MPC,Boiling Point (°C),Target
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1068.63
5.132132132,2.0,-90.0,-51.59703123,370.5888096,90.71483263,-21.43958889,7.294117647,1.543624954,151.964,233.0,27.7,83.0,5.67,5.24,87.12,32.2,-0.85,0.25,165.1,682.944
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,316.531
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,324.714
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,247.209
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,224.815
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,641.416
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,657.781
5.182222222,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-2.779407101,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,468.355
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,55.84,194.0,8.4,15.0,7.902,7.874,79.1,12.4,0.68,0.19,115.0,1104.78
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,51.996,189.0,11.6,65.0,6.767,7.15,79.1,12.4,0.68,0.19,115.0,1350.065
4.387152778,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,-17.78670351,7.336108221,0.654011749,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,2666.94
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,162.5,229.0,24.5,34.0,5.939,8.55,73.09,36.7,-0.85,0.37,153.0,657.641
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,65.4,139.0,6.4,-60.0,9.394,7.134,87.12,37.8,0.937,0.25,166.0,665.335
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,112.41,158.0,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,1301.2
4.387152778,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,-17.78670351,7.336108221,0.654011749,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,164.864
3.813131313,22.55555556,-21.47222222,-336.1865227,279.5326761,-68.13673812,-15.89026657,8.472222222,-0.07420273,207.0,202.0,6.8,34.0,7.417,11.342,45.09,3.9,0.67,0.2,3.2,180.373
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,2625.59
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,869.708
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,1400.569
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1981.3116
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,821.114
4.111111111,-4.331360947,11.4852071,-213.6894946,430.2430417,-364.1763693,-22.2734149,6.213017751,-2.82682139,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,205.561
3.406349206,7.122769064,-45.40075717,-388.8149985,-209.4552147,-83.18651229,-11.4038192,7.223363981,0.034641831,112.41,158.0,7.2,-70.0,8.994,8.69,32.04,32.7,0.791,0.32,65.0,421.383
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,147.657
21.79166667,0.0,-59.0,-206.4246725,22.25755962,0.0,-3.07852192,8.666666667,2.041973111,158.92535,221.0,25.5,112.0,5.864,8.23,73.09,36.7,-0.85,0.37,153.0,649.172
21.79166667,0.0,-59.0,-206.4246725,22.25755962,0.0,-3.07852192,8.666666667,2.041973111,88.90584,219.0,22.7,30.0,6.217,4.47,73.09,36.7,-0.85,0.37,153.0,319.856
27.33816425,-3.530864198,-18.48148148,-3.909604166,-39.74826508,53.39404833,-43.23549187,5.358024691,-0.375275485,65.4,139.0,6.4,-60.0,9.394,7.134,98.15,16.6,0.18,0.28,155.0,504.426
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,63.55,140.0,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,873.072
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,327.708
2.5,-28.08,-37.42,-168.53654,-97.35287001,0.0,5.60363627,6.49,-6.11030994,173.05,242.0,21.0,-2.0,6.254,6.9,32.04,32.7,0.791,0.32,65.0,549.783
2.5,-28.08,-37.42,-168.53654,-97.35287001,0.0,5.60363627,6.49,-6.11030994,167.26,235.0,22.7,30.0,6.108,9.07,32.04,32.7,0.791,0.32,65.0,487.387
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,506.742
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,510.883
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,55.84,194.0,8.4,15.0,7.902,7.874,73.09,36.7,-0.85,0.37,153.0,820.031
6.089439787,1.0,-90.0,-42.03469954,0.0,0.0,1.412091599,9.5,15.82330225,63.55,140.0,6.7,119.0,7.726,8.933,87.12,32.2,-0.85,0.25,165.1,381.663
4.588374486,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,-24.47663291,11.24869927,2.85108185,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,219.707
3.049095607,-13.11111111,-31.66666667,-184.0296772,52.37720138,-215.3621752,-3.720835241,6.972222222,-2.896483922,58.93319,192.0,7.5,64.0,7.881,8.86,32.04,32.7,0.791,0.32,65.0,1405.86
11.67102397,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,-9.325384487,7.243055556,2.879117987,58.93319,192.0,7.5,64.0,7.881,8.86,32.04,32.7,0.791,0.32,65.0,822.205
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,112.41,158.0,7.2,-70.0,8.994,8.69,87.12,37.8,0.937,0.25,166.0,1368.52
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,94.0348
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,54.93804,197.0,9.4,-50.0,7.434,7.3,87.12,37.8,0.937,0.25,166.0,1579.74
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,123.11,35.3,1.6,0.21,210.0,1175.65
9.730639731,3.08,-49.63,-25.83376716,-40.33740763,-13.73447361,-17.00759267,7.89,2.545874964,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,400.158
